"concentration_regime","hhi","hours_coordination","mkr_movilizado","n_lock_events","n_voters","participation_tier","spell_address","top1_share_pct","total_mkr","ts_lift","ts_propose","kappa_coord","whale_present","micro_spell","year","post_sky","log_kappa","log_mkr","log_hours"
"moderate_concentration",4645.61909170974,70.65,10.8664123801487,15,15,"small","0xd7ea09c5c9ef6bf51012371b50a4bba02fa3dedb",52.1279669477493,10.8664123801487,2022-10-31 14:02:11,2022-10-28 15:23:11,767.712034657506,0,0,2022,0,6.64471643208983,2.47371192032112,4.27179315427418
"high_concentration",9963.94747971024,48.016667,37.4874918304251,5,5,"small","0xcb4f7ad8f57340250adadc31927e7f5674a1a976",99.8195277988616,37.4874918304251,2022-11-12 09:23:11,2022-11-10 09:22:11,1800.02441188674,0,0,2022,0,7.49611089971304,3.65033330098493,3.8921603831323
"high_concentration",9956.90461467795,84.543333,120.284448584136,22,19,"medium","0x408cf7473eb2a868cad2e2d6a7709dde5fb02aca",99.784262897498,120.284448584136,2022-11-21 14:01:35,2022-11-18 01:28:59,10169.24819137,0,0,2022,0,9.22722189300933,4.79813860149952,4.44902306626694
"high_concentration",8197.09285603261,54.446667,22.8378528551176,5,4,"small","0x41826ecfe68fe454ba4cb35fcee4ab847c04f8e4",90.109538079917,22.8378528551176,2022-12-13 14:01:11,2022-12-11 07:34:23,1243.44496939759,0,0,2022,0,7.12644490178423,3.17127477333896,4.01542160378421
"high_concentration",9998.81132275275,48.036667,2000.4677,7,7,"medium","0x45af0c5fbb71638931724f97a9aead4c42044efe",99.9940563899132,2000.4677,2023-01-14 04:46:35,2023-01-12 04:44:23,96095.8007491559,0,0,2023,0,11.4731113035526,7.60163604040583,3.89256832439165
"moderate_concentration",4938.1497794451,48.026667,25.8790898345218,5,5,"small","0xf6d64872e763fbef88d45ab04df797501e4b3d42",54.0977294391726,25.8790898345218,2023-02-07 00:51:35,2023-02-05 00:49:59,1242.88642974566,0,0,2023,0,7.12599597471486,3.29134865475882,3.89236437456398
"high_concentration",10000,48.02,28.1988420706648,1,1,"small","0x15e94da27027e9ed4bfbb1e2b96e10432f55e643",100,28.1988420706648,2023-02-11 03:24:47,2023-02-09 03:23:35,1354.10839623333,0,0,2023,0,7.21163672733436,3.37412905337373,3.89222837809997
"high_concentration",9998.79831971318,98.856667,24332.4620601588,6,5,"large","0xef5dd07891eea254c87cf0451839a5950c9a00ea",99.9939913184487,24332.4620601588,2023-02-27 14:18:35,2023-02-23 11:27:11,2405426.09917125,0,0,2023,0,14.6932380337681,10.0996077215919,4.60373582778803
"moderate_concentration",5968.58728843944,86.466667,2961.26810533457,12,10,"medium","0xd83cb4e4b4db171d158ba0bb9c5fcbc780b7bad3",75.0016520287031,2961.26810533457,2023-03-13 14:02:11,2023-03-09 23:34:11,256050.983161685,0,0,2023,0,12.4531357620733,7.99371050569929,4.4712577722128
"moderate_concentration",6706.87940170752,48.036667,2790.79223446733,7,7,"medium","0x666a31c664ebea016575b92bd2697115096c298a",79.5831367369386,2790.79223446733,2023-03-13 16:16:23,2023-03-11 16:14:11,134060.357233293,0,0,2023,0,11.8060528639342,7.9344390465243,3.89256832439165
"high_concentration",9966.19040839464,16.036667,11816.0086027708,3,2,"large","0x7ea93d7aadf4555e89f40a9403fd3344e8d3d566",99.8306652995655,11816.0086027708,2023-03-16 10:20:59,2023-03-15 18:18:47,189489.395231771,0,0,2023,0,12.1520936174273,9.37729517963831,2.83536790367772
"high_concentration",9999.1707065363,16.05,2000.43175,3,3,"medium","0x77b6130a294f3beb1315c82bb47267504844ac06",99.9958533951483,2000.43175,2023-03-25 11:29:47,2023-03-24 19:26:47,32106.9295875,0,0,2023,0,10.3768583062598,7.6016180784258,2.83615020372953
"high_concentration",9999.9369603974,48.02,4000.012608,3,2,"medium","0x06af3b7da247e0fff84baec25ae64782e4610dad",99.9996848009935,4000.012608,2023-05-03 15:04:11,2023-05-01 15:02:59,192080.60543616,0,0,2023,0,12.1656755890243,8.29430276006447,3.89222837809997
"moderate_concentration",5000,95.33,2.00000000058346,2,2,"small","0xd95edfb198e75a85395520c3c25ee85be48c59f3",50.0000000145866,2.00000000058346,2023-05-08 14:00:47,2023-05-04 14:40:59,190.660000055622,0,0,2023,0,5.25572296920583,1.0986122888626,4.56777979676953
"high_concentration",9887.29074904422,117.533333,2214.53121435,5,5,"medium","0xa8e8d20dc46f924829e2650eac781df1aae8682f",99.4341369284479,2214.53121435,2023-05-23 14:33:47,2023-05-18 17:01:47,260281.234655093,0,0,2023,0,12.4695218391533,7.70324747961725,4.77519421215949
"high_concentration",7770.08310249307,48.033333,1.14,3,3,"small","0x674d7179c9febecceca7423c51ea5b0dcd168040",87.719298245614,1.14,2023-05-29 16:30:59,2023-05-27 16:28:59,54.75799962,0,0,2023,0,4.02102089098809,0.76080582903376,3.89250033214119
"high_concentration",9908.06424126693,96.416667,40.4843802230286,7,7,"small","0x28285b541473872f543e2a51524eb3787f310810",99.5390814952038,40.4843802230286,2023-06-19 14:00:47,2023-06-15 13:35:47,3903.36900666513,0,0,2023,0,8.26985146321612,3.72531697621987,4.5789973151058
"high_concentration",9907.51932813505,48.03,20.0932,4,4,"small","0xdc65cf0a65ad68d773d936f293a439a48f6105c7",99.5361614874684,20.0932,2023-06-20 06:03:59,2023-06-18 06:02:11,965.076396,0,0,2023,0,6.8732429159716,3.04895071365879,3.89243235566314
"moderate_concentration",6450.75083432899,79.726667,51.052205465827,6,5,"small","0x4c279d1092b2641c8d36947d7e8591ed4ae3726a",78.3511694255303,51.052205465827,2023-07-03 14:01:59,2023-06-30 06:18:23,4070.22218478957,0,0,2023,0,8.31169852446138,3.95224716622531,4.39106896678727
"high_concentration",10000,48.003333,50,2,1,"small","0x149ae9f9aa908df338f8d07bdec8d1e1ccf112c4",100,50,2023-08-20 14:25:11,2023-08-18 14:24:59,2400.16665,0,0,2023,0,7.78371000239235,3.93182563272433,3.89188831620551
"high_concentration",10000,48.003333,20.0982,1,1,"small","0x2e1cae21fdbae6e67b668815fae6fe5cbbdb9986",100,20.0982,2023-09-03 15:10:59,2023-09-01 15:10:47,964.7805873006,0,0,2023,0,6.8729366731138,3.04918772878621,3.89188831620551
"high_concentration",9999.85334185259,48.003333,2805.14751034477,3,3,"medium","0x5d4a94812109b99f6892cfa8da72cd864fd9edc6",99.9992667052294,2805.14751034477,2023-09-17 14:16:11,2023-09-15 14:15:59,134656.430053201,0,0,2023,0,11.810489277209,7.93956782889748,3.89188831620551
"high_concentration",9970.0599275525,48.003333,1.001501,3,3,"small","0x04abf76788f780607cb658a743587420cd6b1e8a",99.8501249624314,1.001501,2023-10-04 14:58:59,2023-10-02 14:58:47,48.075386002833,0,0,2023,0,3.89335760570129,0.693897399075648,3.89188831620551
"moderate_concentration",5663.96623233643,69.963333,7.93363681605151,20,7,"small","0x23d96dc93bb7af7173b0378435542750419c4e7d",73.1064470743771,7.93363681605152,2024-01-29 14:00:35,2024-01-26 16:02:47,555.063674462472,0,0,2024,0,6.32088281010791,2.18982357021773,4.26216330702228
"high_concentration",9978.76840995821,48.006667,20021.2767880749,2,2,"large","0xaf60f84e6efccafcbac320cc9edf92715fb06a27",99.8937291147806,20021.2767880749,2024-03-10 19:56:23,2024-03-08 19:55:59,961154.767679942,0,0,2024,0,13.7758917639745,9.90460077208101,3.89195635007963
"high_concentration",7626.21020983666,71.15,20860.7929632975,5,3,"large","0xc4a625af2fb869140542d1d9b0f505e9446fc23b",86.2862693267185,20860.7929632975,2024-03-18 14:00:23,2024-03-15 14:51:23,1484245.41933862,0,0,2024,0,14.2104177396918,9.94567467708052,4.27874728521988
"high_concentration",9977.47025717052,16.003333,31035,6,2,"large","0x9a09e438266f55dc4b3135cbfe1f491f96a13313",99.8872241018205,31035,2024-04-08 09:38:59,2024-04-07 17:38:47,496663.439655,0,0,2024,0,13.1156699053274,10.3429031000138,2.83340938366273
"moderate_concentration",5060.51395936591,30.003333,5794,3,3,"medium","0xe4768597ca81df6f2fd27945016b03e96a3a7e1d",57.4559889540904,5794,2024-04-24 21:23:35,2024-04-23 15:23:23,173839.311402,0,0,2024,0,12.0658924062426,8.66475075577385,3.43409471483473
"moderate_concentration",6041.82737455798,30.003333,67.9819356255281,3,3,"small","0x612938f231dfcd7f92181f11c9e0b575e7ed2ec1",75.0199292366851,67.9819356255281,2024-06-05 21:36:35,2024-06-04 15:36:23,2039.68465255728,0,0,2024,0,7.62104064453115,4.23384466779242,3.43409471483473
"high_concentration",9022.09184884667,48.026667,8.01307017,3,3,"small","0x261da1cdbd788642034288b6574d749198fdf75b",94.8450448924497,8.01307017,2024-07-01 14:00:23,2024-06-29 13:58:47,384.841052702223,0,0,2024,0,5.95542550409574,2.19867576496502,3.89236437456398
"high_concentration",10000,30.003333,3.34318483955151,1,1,"small","0x0871e28d09c29c419669d82901d53d60a649b36d",100,3.34318483955151,2024-07-07 20:17:35,2024-07-06 14:17:23,100.306688021616,0,0,2024,0,4.61815243100634,1.46860791298584,3.43409471483473
"high_concentration",9227.626524239,70.553333,59.2133374192082,5,5,"small","0x2523f0470adaac370f47a8cfe22e55b3761978f3",96.0258013775852,59.2133374192082,2024-11-18 14:00:23,2024-11-15 15:27:11,4177.69831297876,0,0,2024,1,8.33775506864286,4.09789387958989,4.27044308772674
"moderate_concentration",5005.88926815687,16.003333,39.1788981921669,2,2,"small","0xd62a9a774963139c770d62ed5bc07f1155b7cabc",51.7159936125856,39.1788981921669,2024-11-30 14:35:23,2024-11-29 22:35:11,626.992954342345,0,0,2024,1,6.44252894720518,3.69334193721307,2.83340938366273
"high_concentration",10000,30.003333,16.5383905446765,1,1,"small","0xd82df820cb008c2bc68d2be6135734af95d5da9b",100,16.5383905446765,2024-12-08 21:24:35,2024-12-07 15:24:23,496.20683879598,0,0,2024,1,6.20900611415978,2.86439222359346,3.43409471483473
"moderate_concentration",5475.06943249967,30.006667,469.84966,9,7,"medium","0xdce9c3a4b5b4d1f9c484b824142f96b701838eb8",70.93112720354,469.84966,2025-02-20 06:26:59,2025-02-19 00:26:35,14098.6222876832,0,0,2025,1,9.55390328789988,6.15453884985748,3.43420224587822
"high_concentration",9785.79156033083,43.623333,1.01094618174559,2,2,"small","0xd5a30d23beb361a8bf5d885ff1b9826b872eb3a6",98.9172339790939,1.01094618174559,2025-02-24 14:00:23,2025-02-22 18:22:59,44.1008419313664,0,0,2025,1,3.80890091443564,0.698605348495854,3.79825688365976
"high_concentration",10000,46.893333,46.8414126668652,1,1,"small","0xb1c5da0c4b212afb6a9860793cb51734554ca776",100,46.8414126668652,2025-03-10 14:00:47,2025-03-08 15:07:11,2196.54996237773,0,0,2025,1,7.69509836530894,3.86789163819606,3.86897630892587
"moderate_concentration",3327.50556307346,70.57,392.304978849623,6,6,"medium","0x382152b71e66ca54bf6567f7c1ae8c00050c74f4",51.4341485507977,392.304978849623,2025-04-07 14:00:35,2025-04-04 15:26:23,27684.9623574179,0,0,2025,1,10.2286807896216,5.97458533852271,4.27067599175051
"moderate_concentration",6193.65022559015,71.766667,84.998570986681,6,5,"small","0x9644e4f22a6faf3a5c49bc1f0de63498b29e6381",76.1888381160521,84.998570986681,2025-04-21 14:00:59,2025-04-18 14:14:59,6100.064139477,0,0,2025,1,8.71621848404152,4.45433067968151,4.28725797946864
"high_concentration",8351.6487816413,71.003333,9.66898834205564,4,4,"small","0xc290bf292900318eadade782a1f6953f6e13a331",91.1485062218255,9.66898834205564,2025-05-19 14:01:47,2025-05-16 15:01:35,686.530399024095,0,0,2025,1,6.53310604532551,2.36734124751547,4.2767124096113
